PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
BJKhh_aQN,MICR402,MICR,Virology,An advanced consideration of the molecular aspects of viruses. Emphasis is placed on the animal viruses with respect to: infection process; replication cycle; interactions with the host cell; mechanisms of pathogenicity; vaccines. The course consists of lectures with additional literature reading and brief seminars by students.,1.5,Complete all of: MICR200A - Introductory Microbiology I (1.5) MICR200B - Introductory Microbiology II (1.5) BIOC300A - General Biochemistry I (1.5) BIOC300B - General Biochemistry II (1.5),,,
ry_nn_pmN,MICR303,MICR,Immunology,"An overview of the mammalian immune system and its function during health and disease. Recognition and response to diverse pathogens; immunological memory and vaccination; immune regulation and tolerance; immune responses and disease, experimental methods to measure and understand immune system functioning.",1.5,Complete all of: MICR200A - Introductory Microbiology I (1.5) MICR200B - Introductory Microbiology II (1.5),,,"Credit will be granted for only one of MICR 303, MICR 403."
HJNC0rZ22,MICR410,MICR,Microbiota and Human Health,"Microbes and their role in health, with a focus on beneficial interactions. Topics will explore the human microbiome, with an emphasis on key members of the microbiota, tools and techniques to explore the microbiome, and the molecular mechanisms of host-microbe interactions. Lectures will focus on primary literature.",1.5,Complete all of the following Complete all of: MICR200A - Introductory Microbiology I (1.5) Complete 1 of: BIOL362 - Practical Skills in Genomics (1.5) MICR302 - Molecular Microbiology (1.5),,,"Credit will be granted for only one of MICR 410, BCMB 489 (if taken in the same topic)."
Hyi2nu67E,MICR470,MICR,Directed Studies in Microbiology,,1.5,Complete all of the following Minimum fourth-year standing in a Biochemistry or Microbiology program minimum cumulative GPA of 5.0 or permission of the department.,,,
B1IT3O6XV,MRNE400,MRNE,Directed Studies,Directed studies under the supervision of a member of faculty. Involves a research project approved by the supervisor in the field of interest of the student and is designed to take maximum advantage of the laboratory and/or field opportunities offered by the Bamfield Marine Sciences Centre.,"['1.5', '3']",Complete all of the following Minumum third-year standing minumum cumulative GPA of 5.0 in the last 15 units of coursework.,,,"A student may take up to a maximum of 3 units from MRNE 400, BIOL 490A, BIOL 490B, BIOL 490D, BIOL 490E, BIOL 490F, BIOL 490G, BIOL 490H, BIOL 490J. May be counted toward the Concentration in Marine Biology if it has substantial marine content and with permission of the department. This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information."
BJwp3_pmN,MRNE410,MRNE,Marine Invertebrate Zoology,"A survey of marine invertebrate phyla, with emphasis on the benthic fauna in the vicinity of the Bamfield Marine Sciences Centre. Includes lectures, laboratory periods, field collection, identification and observation. Emphasis is placed on the study of living specimens in the laboratory and in the field.","['1.5', '3']",,,,This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information.
ByFa2dTX4,MRNE414,MRNE,Coastal Biodiversity and Conservation,"Current topics, concepts and practice in coastal conservation biology, with a focus on biodiversity within marine, intertidal and terrestrial ecosystems. In addition to course lectures and paper discussions, the course places an emphasis on student-led studies of the natural world. Independent student research projects include biodiversity surveys, assessments of anthropogenic impacts, and studies of coastal species, including a diversity of mammal, bird, invertebrate, and plant taxa.","['1.5', '3']",Complete all of the following Complete all of: BIOL215 - Principles of Ecology (1.5) minimum third-year standing.,,,"Credit will be granted for only one of MRNE 414, MRNE 401 (if taken in the same topic). This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information."
SkY6hd6mE,MRNE415,MRNE,Structure and Function in Animals,"Structure of marine animals, and their adaptations to the marine environment. Neurobiology, developmental biology, functional morphology and other topics.",1.5,Complete all of: BIOL215 - Principles of Ecology (1.5) BIOL225 - Principles of Cell Biology (1.5) BIOL230 - Principles of Genetics (1.5),,,This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information.
SJP63_67E,MRNE401,MRNE,Special Topics in Marine Biology,"Offered, as opportunities arise, by distinguished scientists who are working at the Bamfield Marine Sciences Centre. The course is generally of a specialized nature and is at a level appropriate to graduate or senior undergraduate students. Please visit the Bamfield Marine Sciences Centre website for a current list of Special Topics courses.","['1.5', '3']",,,,Permission of the department is required to count any topic toward the Marine Biology Concentration. This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information.
HJup3u6XE,MRNE412,MRNE,Biology of Marine Fishes,"The taxonomic diversity, evolution, ecology and conservation of North Pacific fishes. Laboratory and field topics include fish identification, stable isotope methodologies, database design and statistical analyses, and collecting/fishing techniques. A student field research project is required.","['1.5', '3']",Complete all of: BIOL215 - Principles of Ecology (1.5),,BIOL 307 recommended prior to MRNE 412.,"Credit will be granted for only one of MRNE 412, BIOL 431, BIOL 431A (if taken prior to May 2011). This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information."
HJlqanupXV,MRNE418,MRNE,Marine Behavioural Ecology,"The diversity of behaviours exhibited by intertidal animals. Key concepts and principles of behavioural ecology based on observations in the field. Students carry out an extensive, multi-component, group-oriented research project with a focus on marine invertebrates.","['1.5', '3']",Complete all of: BIOL215 - Principles of Ecology (1.5),,"STAT 255 or STAT 260, and a course in vertebrate or Invertebrate zoology recommended prior to MRNE 418.","Credit will be granted for only one of MRNE 418, MRNE 401 (if taken in the same topic), MRNE 402 (if taken in the same topic)."
SJj6nOpXE,MRNE420,MRNE,Marine Phycology,"A survey of the marine algae, with emphasis on the benthic forms, in the vicinity of the Bamfield Marine Sciences Centre. Includes lectures, laboratory periods, field collection, identification and observation. Emphasis is placed on the study of living specimens in the laboratory and in the field.","['1.5', '3']",,,,This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information.
HJsa2O6QV,MRNE419,MRNE,Subtidal Science,"An introduction to the techniques and practical aspects of performing research underwater using SCUBA. The intensive practical component introduces a diversity of sub-tidal research techniques. Students learn to manage the logistical challenges associated with a subtidal research project. Lectures provide theoretical background for the field techniques, including designing effective surveys, dealing with logistics and safety and analyzing data.",1.5,Complete all of the following Complete all of: BIOL215 - Principles of Ecology (1.5) STAT255 - Statistics for Life Sciences I (1.5) minimum third-year standing minimum of Rescue Diver qualification with at least 12 dives logged in the past year permission of the department.,,BIOL 330.,"Credit will be granted for only one of MRNE 419, MRNE 401 (if taken in the same topic). This is a field course offered at the Bamfield Marine Sciences Centre for upper level Biology credit. Please visit the Bamfield Marine Sciences Centre website for more information. Permission from the department will be granted only if scuba diving qualifications are met prior to course registration."
H15p3_aQ4,MRNE416,MRNE,Coastal Community Ecology,"Key ideas and concepts on how ecological and evolutionary forces shape natural communities. Using a hands-on approach, students explore key topics in community ecology including island biogeography, community succession, dispersal, marine terrestrial interactions, niche theory, climate change, and techniques to measure species diversity.","['1.5', '3']",Complete all of the following Complete all of: BIOL215 - Principles of Ecology (1.5) Complete 1 of: STAT255 - Statistics for Life Sciences I (1.5) STAT260 - Introduction to Probability and Statistics I (1.5),,,"Credit will be granted for only one of MRNE 416, MRNE 401 (if taken in the same topic), MRNE 402 (if taken in the same topic)."
