UVIC Course Description,Subject,Course Number,Course Name
"POLI412 - Migration, Nationalism and Identity in Asia",POLI,412,"Migration, Nationalism and Identity in Asia"
POLI414 - Politics in the European Union,POLI,414,Politics in the European Union
POLI423 - Neoliberal Canada,POLI,423,Neoliberal Canada
POLI424 - The Politics of Colonialism,POLI,424,The Politics of Colonialism
POLI433 - Issues in Politics,POLI,433,Issues in Politics
POLI436 - Politics of Human Rights in New Democracies,POLI,436,Politics of Human Rights in New Democracies
POLI437 - Adv Topics Political Economy of the Global South,POLI,437,Adv Topics Political Economy of the Global South
POLI440 - Understanding Global Security,POLI,440,Understanding Global Security
POLI441 - International Political Economy and Environment,POLI,441,International Political Economy and Environment
POLI442 - International Law,POLI,442,International Law
POLI444 - Governance in the Global Political Economy,POLI,444,Governance in the Global Political Economy
POLI453 - Imagining Middle East Politics,POLI,453,Imagining Middle East Politics
POLI456 - The Politics of the Internet,POLI,456,The Politics of the Internet
POLI458 - Topics in Environmental Politics,POLI,458,Topics in Environmental Politics
POLI463 - Violence to Indigenous Lands and Bodies,POLI,463,Violence to Indigenous Lands and Bodies
POLI490 - Directed Reading,POLI,490,Directed Reading
POLI499 - Honours Seminar and Essay,POLI,499,Honours Seminar and Essay
PORT100A - Beginners' Portuguese I,PORT,100A,Beginners' Portuguese I
PORT100B - Beginners' Portuguese II,PORT,100B,Beginners' Portuguese II
PSYC100A - Introductory Psychology I,PSYC,100A,Introductory Psychology I
PSYC100B - Introductory Psychology II,PSYC,100B,Introductory Psychology II
PSYC191 - Psychology in Contemporary Society,PSYC,191,Psychology in Contemporary Society
PSYC192 - Introduction to Positive Psychology,PSYC,192,Introduction to Positive Psychology
PSYC201 - Research Methods in Psychology,PSYC,201,Research Methods in Psychology
PSYC205 - Psychology of Diversity,PSYC,205,Psychology of Diversity
PSYC210 - Conceptual Foundations of Psychology,PSYC,210,Conceptual Foundations of Psychology
PSYC231 - Introduction to Social Psychology,PSYC,231,Introduction to Social Psychology
PSYC243 - Introduction to Lifespan Development,PSYC,243,Introduction to Lifespan Development
PSYC251 - Introduction to Mind and Brain,PSYC,251,Introduction to Mind and Brain
PSYC260 - Introduction to Mental Health and Well-Being,PSYC,260,Introduction to Mental Health and Well-Being
PSYC300A - Statistical Methods in Psychology,PSYC,300A,Statistical Methods in Psychology
PSYC300B - Statistical Methods in Psychology II,PSYC,300B,Statistical Methods in Psychology II
PSYC317 - Sensation and Perception,PSYC,317,Sensation and Perception
PSYC325 - Core Concepts in Environmental Psychology,PSYC,325,Core Concepts in Environmental Psychology
PSYC326 - The Environmental Psychology of Places and the World,PSYC,326,The Environmental Psychology of Places and the World
PSYC330 - Personality,PSYC,330,Personality
PSYC332 - Health Psychology,PSYC,332,Health Psychology
PSYC333 - Consumer Psychology,PSYC,333,Consumer Psychology
PSYC334 - Organizational Psychology,PSYC,334,Organizational Psychology
PSYC335 - Infant and Child Development,PSYC,335,Infant and Child Development
PSYC336 - Adolescent Development,PSYC,336,Adolescent Development
PSYC338 - Behavioural Interventions with Children and Adults,PSYC,338,Behavioural Interventions with Children and Adults
PSYC339 - Adult Development and Aging,PSYC,339,Adult Development and Aging
PSYC341 - Women and Psychology,PSYC,341,Women and Psychology
PSYC345A - Drugs and Behaviour,PSYC,345A,Drugs and Behaviour
PSYC351A - Cognitive Psychology,PSYC,351A,Cognitive Psychology
PSYC351B - Human Neuropsychology,PSYC,351B,Human Neuropsychology
PSYC351C - Cognitive Neuroscience,PSYC,351C,Cognitive Neuroscience
PSYC351D - Biopsychology,PSYC,351D,Biopsychology
PSYC365 - Fundamentals of Clinical Psychology,PSYC,365,Fundamentals of Clinical Psychology
PSYC366 - Psychological Disorders of Childhood and Adolescence,PSYC,366,Psychological Disorders of Childhood and Adolescence
PSYC370A - Psycholinguistics,PSYC,370A,Psycholinguistics
PSYC370B - Child Language Acquisition,PSYC,370B,Child Language Acquisition
PSYC370C - Topics in Psycholinguistics,PSYC,370C,Topics in Psycholinguistics
PSYC370D - Neurolinguistics,PSYC,370D,Neurolinguistics
PSYC375 - Interpersonal Relationships,PSYC,375,Interpersonal Relationships
"PSYC385 - Motivation, Emotion, and Well-Being",PSYC,385,"Motivation, Emotion, and Well-Being"
PSYC386 - Cultural Psychology,PSYC,386,Cultural Psychology
"PSYC387 - Stereotyping, Prejudice and Discrimination",PSYC,387,"Stereotyping, Prejudice and Discrimination"
PSYC390 - Independent Study in Psychology,PSYC,390,Independent Study in Psychology
PSYC391 - Special Topics in Psychology,PSYC,391,Special Topics in Psychology
PSYC400A - Advanced Statistical Methods,PSYC,400A,Advanced Statistical Methods
PSYC405 - Core Concepts in Psychology,PSYC,405,Core Concepts in Psychology
PSYC425 - Advanced Environmental Psychology,PSYC,425,Advanced Environmental Psychology
PSYC431B - Social Cognition,PSYC,431B,Social Cognition
PSYC431G - Self-Regulation and Goals,PSYC,431G,Self-Regulation and Goals
PSYC431H - Advanced Interpersonal Relationships,PSYC,431H,Advanced Interpersonal Relationships
PSYC431I - Psychology and Law,PSYC,431I,Psychology and Law
PSYC431J - The Self,PSYC,431J,The Self
PSYC431K - The Psychology of Friendship,PSYC,431K,The Psychology of Friendship
PSYC435A - Advanced Infant and Child Development,PSYC,435A,Advanced Infant and Child Development
PSYC435C - Advanced Adolescent Development,PSYC,435C,Advanced Adolescent Development
PSYC435E - Advanced Adult Development and Aging,PSYC,435E,Advanced Adult Development and Aging
PSYC442 - History and Theories in Lifespan Developmental Psychology,PSYC,442,History and Theories in Lifespan Developmental Psychology
PSYC450 - Developmental Disorders and Learning Disabilities,PSYC,450,Developmental Disorders and Learning Disabilities
PSYC451A - Topics in Advanced Cognitive Psychology,PSYC,451A,Topics in Advanced Cognitive Psychology
PSYC451B - Advanced Neuropsychology,PSYC,451B,Advanced Neuropsychology
PSYC451C - Topics in Advanced Cognitive Neuroscience,PSYC,451C,Topics in Advanced Cognitive Neuroscience
PSYC451D - Advanced Biological Psychology,PSYC,451D,Advanced Biological Psychology
PSYC460 - Family Violence across the Lifespan,PSYC,460,Family Violence across the Lifespan
PSYC461 - Field Placement in Psychology,PSYC,461,Field Placement in Psychology
"PSYC462 - Clinical Interventions, Prevention, and Health Promotion",PSYC,462,"Clinical Interventions, Prevention, and Health Promotion"
PSYC463 - Special Topics in Clinical Psychology,PSYC,463,Special Topics in Clinical Psychology
PSYC480 - Promoting Reconciliation Between Psychology and Indigenous Peoples,PSYC,480,Promoting Reconciliation Between Psychology and Indigenous Peoples
PSYC490 - Advanced Independent Study in Psychology,PSYC,490,Advanced Independent Study in Psychology
PSYC491 - Advanced Special Topics in Psychology,PSYC,491,Advanced Special Topics in Psychology
PSYC492 - Research Seminar in Psychology,PSYC,492,Research Seminar in Psychology
PSYC499 - Honours Thesis and Seminar,PSYC,499,Honours Thesis and Seminar
ADMN200 - International Community Development Through Capacity Building,ADMN,200,International Community Development Through Capacity Building
ADMN201 - Social-Ecological Justice and Action for Planetary Health,ADMN,201,Social-Ecological Justice and Action for Planetary Health
ADMN310 - Public Sector Economics,ADMN,310,Public Sector Economics
ADMN311 - Introduction to Public Administration,ADMN,311,Introduction to Public Administration
ADMN312 - Leading and Managing in Public and Non-Profit Sectors,ADMN,312,Leading and Managing in Public and Non-Profit Sectors
ADMN314 - Public Sector Research and Analysis,ADMN,314,Public Sector Research and Analysis
ADMN316 - Public Sector Communications,ADMN,316,Public Sector Communications
ADMN330 - Indigenous Governance in Canada,ADMN,330,Indigenous Governance in Canada
ADMN331 - Governance for Planetary Health,ADMN,331,Governance for Planetary Health
ADMN407 - Managing Service Delivery,ADMN,407,Managing Service Delivery
ADMN409 - Non-profit Governance and Management,ADMN,409,Non-profit Governance and Management
ADMN411 - Public Sector Project Management,ADMN,411,Public Sector Project Management
ADMN420 - The Public Policy Process,ADMN,420,The Public Policy Process
ADMN421 - Financial Management,ADMN,421,Financial Management
ADMN422 - Ethical Public Management,ADMN,422,Ethical Public Management
ADMN423 - Local Government and Governance,ADMN,423,Local Government and Governance
ADMN431A - Public Sector Human Resource Management,ADMN,431A,Public Sector Human Resource Management
ADMN431B - Labour Relations Negotiations,ADMN,431B,Labour Relations Negotiations
ADMN437 - Foundations for Program Evaluation,ADMN,437,Foundations for Program Evaluation
ADMN445 - Urban and Regional Development,ADMN,445,Urban and Regional Development
ADMN446 - Local Government Land Use Planning,ADMN,446,Local Government Land Use Planning
ADMN452 - Local Government Law,ADMN,452,Local Government Law
ADMN462 - Intergovernmental Relations in Canada,ADMN,462,Intergovernmental Relations in Canada
ADMN470 - Contemporary Topics in Administration,ADMN,470,Contemporary Topics in Administration
ADMN477 - Strategic Planning and Implementation,ADMN,477,Strategic Planning and Implementation
ADMN490 - Directed Studies,ADMN,490,Directed Studies
"RCS101 - Selected Topics in Religion, Culture and Society",RCS,101,"Selected Topics in Religion, Culture and Society"
"RCS120 - The People, Practices and Politics of Contemporary Yoga",RCS,120,"The People, Practices and Politics of Contemporary Yoga"
RCS200 - Greek and Roman Mythology,RCS,200,Greek and Roman Mythology
"RCS200A - Introduction to Judaism, Christianity and Islam",RCS,200A,"Introduction to Judaism, Christianity and Islam"
RCS200B - Introduction to Asian Religions,RCS,200B,Introduction to Asian Religions
"RCS201 - Key Questions in Religion, Culture and Society ",RCS,201,"Key Questions in Religion, Culture and Society"
RCS240 - Traditions of Death and Dying in Asia,RCS,240,Traditions of Death and Dying in Asia
RCS260 - The Bible as Literature,RCS,260,The Bible as Literature
RCS261 - Philosophy of Religion,RCS,261,Philosophy of Religion
"RCS303 - Origin of Space, Time and Matter in the Universe",RCS,303,"Origin of Space, Time and Matter in the Universe"
"RCS305 - Magic, Mysticism and the Occult",RCS,305,"Magic, Mysticism and the Occult"
RCS306 - Critics of Religion,RCS,306,Critics of Religion
RCS307 - Religion And The Environment,RCS,307,Religion And The Environment
RCS308 - Religion and Society in Canada,RCS,308,Religion and Society in Canada
RCS309 - Religion and Sexuality,RCS,309,Religion and Sexuality
RCS310 - Topics in the Study of Religion,RCS,310,Topics in the Study of Religion
RCS311 - Gandhi and the Ethics of Nonviolence,RCS,311,Gandhi and the Ethics of Nonviolence
RCS312 - Koiné Greek,RCS,312,Koiné Greek
RCS326 - Religion and Spirituality in Canada,RCS,326,Religion and Spirituality in Canada
RCS328 - Myth and Theory,RCS,328,Myth and Theory
RCS337B - Reformation and Religious War in Europe,RCS,337B,Reformation and Religious War in Europe
RCS349 - Jews and Christians in the Greek and Roman World,RCS,349,Jews and Christians in the Greek and Roman World
RCS350 - Medieval Latin,RCS,350,Medieval Latin
RCS351 - The Transformation of the Late Roman World,RCS,351,The Transformation of the Late Roman World
RCS361 - Religions of East Asia,RCS,361,Religions of East Asia
RCS363 - Buddhism,RCS,363,Buddhism
RCS365 - Renaissance Literature,RCS,365,Renaissance Literature
RCS369 - Milton’s Major Poetry and Selected Prose,RCS,369,Milton’s Major Poetry and Selected Prose
RCS370 - Intersections of Law and Religion from Ancient to Current Worlds,RCS,370,Intersections of Law and Religion from Ancient to Current Worlds
RCS380 - Religion and the Making of the Modern Middle East,RCS,380,Religion and the Making of the Modern Middle East
RCS381 - Globalization and Religion,RCS,381,Globalization and Religion
RCS382 - Greek and Roman Religion,RCS,382,Greek and Roman Religion
RCS383 - Politics and Religion,RCS,383,Politics and Religion
RCS384 - Religion in the United States,RCS,384,Religion in the United States
RCS390 - Experiential Learning,RCS,390,Experiential Learning
RCS401 - Selected Topics in Religious Studies,RCS,401,Selected Topics in Religious Studies
RCS403 - Studies in Religion and Society,RCS,403,Studies in Religion and Society
RCS450 - Capstone Seminar,RCS,450,Capstone Seminar
RCS464 - Literature and the Bible,RCS,464,Literature and the Bible
RCS479A - Modern Religion and Empire,RCS,479A,Modern Religion and Empire
RCS490 - Directed Reading,RCS,490,Directed Reading
RCS493 - Seminar in Buddhism in English,RCS,493,Seminar in Buddhism in English
SCIE190 - Individual Study,SCIE,190,Individual Study
SCIE201 - Introduction to Professional Practice,SCIE,201,Introduction to Professional Practice
SCIE290 - Individual Study,SCIE,290,Individual Study
SCIE390 - Individual Study,SCIE,390,Individual Study
SMGT415 - Customer Experience Management,SMGT,415,Customer Experience Management
SMGT416 - Service Operations and Quality Management,SMGT,416,Service Operations and Quality Management
SMGT417 - Service Human Resource Management,SMGT,417,Service Human Resource Management
SLST100 - Introduction to Russian Society and Culture,SLST,100,Introduction to Russian Society and Culture
SLST101 - Beginning Russian I,SLST,101,Beginning Russian I
SLST102 - Beginning Russian II,SLST,102,Beginning Russian II
SLST110 - Intensive Beginning Russian,SLST,110,Intensive Beginning Russian
SLST111 - Beginning Ukrainian I,SLST,111,Beginning Ukrainian I
SLST112 - Beginning Ukrainian II,SLST,112,Beginning Ukrainian II
SLST160 - The Culture of the Russian Revolution,SLST,160,The Culture of the Russian Revolution
SLST180 - Magic and the Fairy Tale World,SLST,180,Magic and the Fairy Tale World
SLST201 - Intermediate Russian I,SLST,201,Intermediate Russian I
SLST202 - Intermediate Russian II,SLST,202,Intermediate Russian II
SLST203 - Pronunciation and Colloquial Russian,SLST,203,Pronunciation and Colloquial Russian
SLST210 - Special Topics,SLST,210,Special Topics
SLST300 - Slavic Cultural Studies,SLST,300,Slavic Cultural Studies
SLST301 - Advanced Russian,SLST,301,Advanced Russian
SLST303 - Russian Popular Culture (in Russian),SLST,303,Russian Popular Culture (in Russian)
SLST345 - The Eastern Front in the First and Second World Wars,SLST,345,The Eastern Front in the First and Second World Wars
SLST360 - Major Figures of Russian Culture and History,SLST,360,Major Figures of Russian Culture and History
"SLST361 - Imperial Russia, 1689-1917",SLST,361,"Imperial Russia, 1689-1917"
"SLST362 - The Soviet Union and Its Successor States, 1917-2000",SLST,362,"The Soviet Union and Its Successor States, 1917-2000"
SLST363 - Modern Ukraine and Russian-Ukrainian Conflict,SLST,363,Modern Ukraine and Russian-Ukrainian Conflict
SLST364 - Eastern Europe Through Western Eyes,SLST,364,Eastern Europe Through Western Eyes
SLST365 - Stalinism,SLST,365,Stalinism
SLST389 - Experiential Learning,SLST,389,Experiential Learning
SLST401 - Advanced Russian Practice,SLST,401,Advanced Russian Practice
"SLST403 - Topics in Russian Culture, Literature, Film (in Russian)",SLST,403,"Topics in Russian Culture, Literature, Film (in Russian)"
SLST410 - Special Topics,SLST,410,Special Topics
SLST450 - Cold War on Film,SLST,450,Cold War on Film
SLST451 - Stalinist Cinema,SLST,451,Stalinist Cinema
SLST452 - Fantasy and Science Fiction in Russia,SLST,452,Fantasy and Science Fiction in Russia
SLST460 - History and Memory in Eastern European Cultures,SLST,460,History and Memory in Eastern European Cultures
SLST461 - Putin's Russia,SLST,461,Putin's Russia
